,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
182,182,182,182,182,182,182,182,182,182,182,182,11/17/09,10:30AM,https://www.agriculture.senate.gov/hearings/reauthorization-of-us-child-nutrition-programs_opportunities-to-fight-hunger-and-improve-child-health-,Reauthorization of U.S. Child Nutrition Programs:  Opportunities to Fight Hunger and Improve Child Health ,562 Dirksen Senate Office Building ,Agriculture,2022-03-16,"['Tom Vilsack', 'Margaret Bogle', 'Rich Huddleston', 'Rhonda Sanders', 'Jennifer Smith']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Vilsack111709.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bogle.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Huddleston.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sanders(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Smith.pdf']","[('Tom Vilsack', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Vilsack111709.pdf'), ('Margaret Bogle', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bogle.pdf'), ('Rich Huddleston', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Huddleston.pdf'), ('Rhonda Sanders', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sanders(1).pdf'), ('Jennifer Smith', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Smith.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC4326-4040-F985-52CD-171EF55A1555,182.0,182.0,184.0,184.0
183,183,183,183,183,183,183,183,183,183,183,183,10/27/09,02:30PM,https://www.agriculture.senate.gov/hearings/responding-to-low-dairy-prices-exploring-avenues-for-federal-action,Responding to Low Dairy Prices: Exploring Avenues for Federal Action,216 Hart Senate Office Building ,Agriculture,2022-03-16,"['Eric Ooms', 'Paul Toft', 'Ray Souza', 'Doug Nuttleman', 'Ed Gallagher', 'Russell Redding', 'Paul Kruse', 'Lucas Sjostrom']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ooms.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Toft.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Souza.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Nuttelman.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Gallagher.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Redding.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kruse.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sjostrom.pdf']","[('Eric Ooms', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ooms.pdf'), ('Paul Toft', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Toft.pdf'), ('Ray Souza', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Souza.pdf'), ('Doug Nuttleman', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Nuttelman.pdf'), ('Ed Gallagher', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Gallagher.pdf'), ('Russell Redding', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Redding.pdf'), ('Paul Kruse', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kruse.pdf'), ('Lucas Sjostrom', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sjostrom.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC430A-4040-F985-52CD-C7041384D716,183.0,183.0,185.0,185.0
184,184,184,184,184,184,184,184,184,184,184,184,09/30/09,10:00AM,https://www.agriculture.senate.gov/hearings/cftc-usda-farm-credit-nominations-hearing-sommers-chilton-avalos-omalia-sherman-spearman,"CFTC, USDA, Farm Credit Nominations Hearing: Sommers, Chilton, Avalos, O'Malia, Sherman, Spearman",328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Bartholomew Chilton', 'Jill Sommers', ""Scott O'Malia"", 'Edward M. Avalos', 'Harris D. Sherman', 'Kenneth Albert Spearman']","['https://www.agriculture.senate.gov/imo/media/doc/testimony_chilton3.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sommers.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/testimonyomalia.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Avalos.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sherman.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Spearman.pdf']","[('Bartholomew Chilton', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_chilton3.pdf'), ('Jill Sommers', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sommers.pdf'), (""Scott O'Malia"", 'https://www.agriculture.senate.gov/imo/media/doc/testimonyomalia.pdf'), ('Edward M. Avalos', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Avalos.pdf'), ('Harris D. Sherman', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sherman.pdf'), ('Kenneth Albert Spearman', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Spearman.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC42E1-4040-F985-52CD-F74F7117D361,184.0,184.0,186.0,186.0
185,185,185,185,185,185,185,185,185,185,185,185,09/09/09,10:00AM,https://www.agriculture.senate.gov/hearings/global-warming-legislation-carbon-markets-and-producer-groups,Global Warming Legislation:  Carbon Markets and Producer Groups,216 Hart Senate Office Building ,Agriculture,2022-03-16,"['Gary Gensler', 'Timothy Profeta', 'Joseph R. Glace', 'Dave Miller', 'Julie Winkler', 'Fred Yoder', 'Luke Brubaker', 'Frank Reherman', 'Andy Beckstoffer']","['https://www.agriculture.senate.gov/imo/media/doc/testimonygensler.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Profeta.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Glace.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Miller_REVISED.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Winkler.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Yoder.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Brubaker_REVISED.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rehermann.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Beckstoffer.pdf']","[('Gary Gensler', 'https://www.agriculture.senate.gov/imo/media/doc/testimonygensler.pdf'), ('Timothy Profeta', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Profeta.pdf'), ('Joseph R. Glace', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Glace.pdf'), ('Dave Miller', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Miller_REVISED.pdf'), ('Julie Winkler', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Winkler.pdf'), ('Fred Yoder', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Yoder.pdf'), ('Luke Brubaker', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Brubaker_REVISED.pdf'), ('Frank Reherman', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rehermann.pdf'), ('Andy Beckstoffer', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Beckstoffer.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC3770-4040-F985-52CD-069D6FC09E63,185.0,185.0,187.0,187.0
186,186,186,186,186,186,186,186,186,186,186,186,09/01/09,01:00PM,https://www.agriculture.senate.gov/hearings/expanding-the-role-of-biofuels-for-america,Expanding the Role of Biofuels for America,"Western Iowa Tech Community College 4647 Stone Avenue Sioux City, Iowa  ",Agriculture,2022-03-16,"['Steve Corcoran', 'Bill Couser', 'Ed Olthoff', 'Anna Rath', 'John Sheehan', 'Mark Stowers']","['https://www.agriculture.senate.gov/imo/media/doc/Corcoran%20Testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/couser%20testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Olthoff%20Testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_rath.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Sheehan%20Testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Mark%20Stowers%20Testimony.pdf']","[('Steve Corcoran', 'https://www.agriculture.senate.gov/imo/media/doc/Corcoran%20Testimony.pdf'), ('Bill Couser', 'https://www.agriculture.senate.gov/imo/media/doc/couser%20testimony.pdf'), ('Ed Olthoff', 'https://www.agriculture.senate.gov/imo/media/doc/Olthoff%20Testimony.pdf'), ('Anna Rath', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_rath.pdf'), ('John Sheehan', 'https://www.agriculture.senate.gov/imo/media/doc/Sheehan%20Testimony.pdf'), ('Mark Stowers', 'https://www.agriculture.senate.gov/imo/media/doc/Mark%20Stowers%20Testimony.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC3752-4040-F985-52CD-D6D44DBFA9A9,186.0,186.0,188.0,188.0
187,187,187,187,187,187,187,187,187,187,187,187,08/27/09,02:00PM,https://www.agriculture.senate.gov/hearings/legislative-responses-to-the-dairy-crisis-reforming-the-pricing-structure,Legislative Responses to the Dairy Crisis:  Reforming the Pricing Structure,"The Forum, Gennesse Community College One College Drive Batavia, NY 14020 ",Agriculture,2022-03-16,"['Barb Hanselman', 'Robert Church', 'Bruce Krupke', 'Robin Keller', 'Ron McCormick', 'Dean Norton', 'Andrew Novakovic', 'Bob Wellington', 'Kim Pickard-Dudley']","['https://www.agriculture.senate.gov/imo/media/doc/Barb_Hanselman.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Robert_Church.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/krupke.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Robin_Keller.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/McCormick_Testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Dean_Norton.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/novakovic.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Bob_Wellington.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Kim_Pickard-Dudley.pdf']","[('Barb Hanselman', 'https://www.agriculture.senate.gov/imo/media/doc/Barb_Hanselman.pdf'), ('Robert Church', 'https://www.agriculture.senate.gov/imo/media/doc/Robert_Church.pdf'), ('Bruce Krupke', 'https://www.agriculture.senate.gov/imo/media/doc/krupke.pdf'), ('Robin Keller', 'https://www.agriculture.senate.gov/imo/media/doc/Robin_Keller.pdf'), ('Ron McCormick', 'https://www.agriculture.senate.gov/imo/media/doc/McCormick_Testimony.pdf'), ('Dean Norton', 'https://www.agriculture.senate.gov/imo/media/doc/Dean_Norton.pdf'), ('Andrew Novakovic', 'https://www.agriculture.senate.gov/imo/media/doc/novakovic.pdf'), ('Bob Wellington', 'https://www.agriculture.senate.gov/imo/media/doc/Bob_Wellington.pdf'), ('Kim Pickard-Dudley', 'https://www.agriculture.senate.gov/imo/media/doc/Kim_Pickard-Dudley.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC3738-4040-F985-52CD-D889C823591C,187.0,187.0,189.0,189.0
188,188,188,188,188,188,188,188,188,188,188,188,07/22/09,10:00AM,https://www.agriculture.senate.gov/hearings/the-role-of-agriculture-and-forestry-in-global-warming-legislation,The Role of Agriculture and Forestry in Global Warming Legislation,325 Caucus Room Russell Senate Office Building ,Agriculture,2022-03-16,"['Roger Johnson', 'Bob Stallman', 'Jo Pierce', 'Jason Grumet', 'Tom Vilsack', 'Lisa P. Jackson', 'John Holdren']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Johnson(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Stallman.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Pierce.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Grumet.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/vilsack_testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Jackson(1)1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/holdren_testimony1.pdf']","[('Roger Johnson', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Johnson(1).pdf'), ('Bob Stallman', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Stallman.pdf'), ('Jo Pierce', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Pierce.pdf'), ('Jason Grumet', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Grumet.pdf'), ('Tom Vilsack', 'https://www.agriculture.senate.gov/imo/media/doc/vilsack_testimony.pdf'), ('Lisa P. Jackson', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Jackson(1)1.pdf'), ('John Holdren', 'https://www.agriculture.senate.gov/imo/media/doc/holdren_testimony1.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC3719-4040-F985-52CD-55F8E5F849A4,188.0,188.0,190.0,190.0
189,189,189,189,189,189,189,189,189,189,189,189,07/07/09,10:00AM,https://www.agriculture.senate.gov/hearings/hearing-to-consider-pending-nominations-adelstein-concannon-segal,"Hearing to Consider Pending Nominations: Adelstein, Concannon, Segal",328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Jonathan Steven Adelstein', 'Kevin W. Concannon', 'Evan J. Segal']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Adelstein.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Concannon.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Segal1.pdf']","[('Jonathan Steven Adelstein', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Adelstein.pdf'), ('Kevin W. Concannon', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Concannon.pdf'), ('Evan J. Segal', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Segal1.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC36FF-4040-F985-52CD-C568E83220B1,189.0,189.0,191.0,191.0
190,190,190,190,190,190,190,190,190,190,190,190,06/04/09,10:00AM,https://www.agriculture.senate.gov/hearings/regulatory-reform-and-the-derivatives-markets,Regulatory Reform and the Derivatives Markets,106 Dirksen Senate Office Building ,Agriculture,2022-03-16,"['Gary Gensler', 'Lynn Stout', 'Mark Lenczowski', 'Richard Bookstaber', 'David Dines', 'Michael Masters', 'Daniel A. Driscoll']","['https://www.agriculture.senate.gov/imo/media/doc/testimony_gensler2.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_stout.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_lenczowski.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_bookstaber.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_dines.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/masters%20testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_driscoll.pdf']","[('Gary Gensler', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_gensler2.pdf'), ('Lynn Stout', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_stout.pdf'), ('Mark Lenczowski', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_lenczowski.pdf'), ('Richard Bookstaber', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_bookstaber.pdf'), ('David Dines', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_dines.pdf'), ('Michael Masters', 'https://www.agriculture.senate.gov/imo/media/doc/masters%20testimony.pdf'), ('Daniel A. Driscoll', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_driscoll.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC36D0-4040-F985-52CD-05D65EAC43D6,190.0,190.0,192.0,192.0
191,191,191,191,191,191,191,191,191,191,191,191,05/15/09,01:00PM,https://www.agriculture.senate.gov/hearings/benefits-of-farm-to-school-projects-healthy-eating-and-physical-activity-for-school-children,"Benefits of Farm-to-School Projects, Healthy Eating and Physical Activity for School Children","Roybal Campus of the Centers for Disease Control and Prevention Harkin Global Communication Center Auditorium A 1600 Clifton Road, NE Atlanta, GA 30329 ",Agriculture,2022-03-16,"['David Satcher', 'William H. Dietz', 'Cindy Long', 'Glyen Holmes']","['https://www.agriculture.senate.gov/imo/media/doc/satchertestimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TestimonyDietz.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/LongTestimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/HolmesTestimony.pdf']","[('David Satcher', 'https://www.agriculture.senate.gov/imo/media/doc/satchertestimony.pdf'), ('William H. Dietz', 'https://www.agriculture.senate.gov/imo/media/doc/TestimonyDietz.pdf'), ('Cindy Long', 'https://www.agriculture.senate.gov/imo/media/doc/LongTestimony.pdf'), ('Glyen Holmes', 'https://www.agriculture.senate.gov/imo/media/doc/HolmesTestimony.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC36B5-4040-F985-52CD-E89A69EE4126,191.0,191.0,193.0,193.0
192,192,192,192,192,192,192,192,192,192,192,192,05/07/09,10:30AM,https://www.agriculture.senate.gov/hearings/nominations-hearing-harden-tonsager-reed-shaw,"Nominations Hearing: Harden, Tonsager, Reed, Shaw",106 Dirksen Senate Office Building ,Agriculture,2022-03-16,"['Krysta Harden', 'Pearlie S. Reed', 'Rajiv J. Shah, M.D.', 'Dallas P. Tonsager']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Harden.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Reed.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Shah.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_tonsager.pdf']","[('Krysta Harden', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Harden.pdf'), ('Pearlie S. Reed', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Reed.pdf'), ('Rajiv J. Shah, M.D.', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Shah.pdf'), ('Dallas P. Tonsager', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_tonsager.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC369A-4040-F985-52CD-4CABF4D117DE,192.0,192.0,194.0,194.0
193,193,193,193,193,193,193,193,193,193,193,193,04/01/09,02:00PM,https://www.agriculture.senate.gov/hearings/hearing-to-consider-pending-nominations-leonard-merrigan-miller,"Hearing to Consider Pending Nominations: Leonard, Merrigan, Miller",216 Hart Senate Office Building ,Agriculture,2022-03-16,"['Joe Leonard Jr.', 'Kathleen A. Merrigan', 'James W. Miller']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Leonard.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Merrigan.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Miller.pdf']","[('Joe Leonard Jr.', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Leonard.pdf'), ('Kathleen A. Merrigan', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Merrigan.pdf'), ('James W. Miller', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Miller.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC367F-4040-F985-52CD-06582BD8EC9D,193.0,193.0,195.0,195.0
194,194,194,194,194,194,194,194,194,194,194,194,03/31/09,09:30AM,https://www.agriculture.senate.gov/hearings/beyond-federal-school-meal-programs-reforming-nutrition-for-kids-in-schools,Beyond Federal School Meal Programs:  Reforming Nutrition for Kids in Schools,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Pat Cooper', 'Nancy Huehnergarth', 'Byron Garrett', 'Reginald Felton', 'Karen Ehrens', 'Miriam Erickson Brown', 'Hank Izzo', 'Susan Neely']","['https://www.agriculture.senate.gov/imo/media/doc/testimony_cooper1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Huehnergarth.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Garrett.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Felton.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ehrens.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Erickson_Brown.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Izzo.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Neely.pdf']","[('Pat Cooper', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_cooper1.pdf'), ('Nancy Huehnergarth', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Huehnergarth.pdf'), ('Byron Garrett', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Garrett.pdf'), ('Reginald Felton', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Felton.pdf'), ('Karen Ehrens', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ehrens.pdf'), ('Miriam Erickson Brown', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Erickson_Brown.pdf'), ('Hank Izzo', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Izzo.pdf'), ('Susan Neely', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Neely.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC3664-4040-F985-52CD-420D4E2155C1,194.0,194.0,196.0,196.0
195,195,195,195,195,195,195,195,195,195,195,195,03/04/09,09:30AM,https://www.agriculture.senate.gov/hearings/improving-nutrition-for-americas-children-in-difficult-economic-times,Improving Nutrition for America's Children in Difficult Economic Times,216 Hart Senate Office Building ,Agriculture,2022-03-16,"['Kate Wilson', 'Susan Bartlett', 'Connie Boldt', 'David Paige', 'Kenneth Hecht', 'Lucy Nolan']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Wilson.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bartlett.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Boldt.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Paige.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hecht.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Nolan.pdf']","[('Kate Wilson', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Wilson.pdf'), ('Susan Bartlett', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bartlett.pdf'), ('Connie Boldt', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Boldt.pdf'), ('David Paige', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Paige.pdf'), ('Kenneth Hecht', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hecht.pdf'), ('Lucy Nolan', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Nolan.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC3649-4040-F985-52CD-4841DB485DF0,195.0,195.0,197.0,197.0
196,196,196,196,196,196,196,196,196,196,196,196,02/25/09,02:30PM,https://www.agriculture.senate.gov/hearings/nomination-hearing-to-consider-gary-gensler-to-be-chairman-of-the-cftc,Nomination Hearing to consider Gary Gensler to be Chairman of the CFTC,106 Dirksen Senate Office Building ,Agriculture,2022-03-16,['Gary Gensler'],['https://www.agriculture.senate.gov/imo/media/doc/testimony_gensler.pdf'],"[('Gary Gensler', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_gensler.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC362E-4040-F985-52CD-7A56B15C0713,196.0,196.0,198.0,198.0
197,197,197,197,197,197,197,197,197,197,197,197,02/05/09,10:00AM,https://www.agriculture.senate.gov/hearings/examination-of-federal-food-safety-oversight-in-the-wake-of-peanut-products-recall,Examination of Federal Food Safety Oversight in the Wake of Peanut Products Recall,216 Hart Senate Office Building ,Agriculture,2022-03-16,"['Stephen Sundlof', 'Ali S. Khan', 'Gabrielle Meunier', 'Caroline Smith DeWaal', 'William Hubbard']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sundlof.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Khan.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Meunier.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_DeWaal.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hubbard.pdf']","[('Stephen Sundlof', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sundlof.pdf'), ('Ali S. Khan', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Khan.pdf'), ('Gabrielle Meunier', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Meunier.pdf'), ('Caroline Smith DeWaal', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_DeWaal.pdf'), ('William Hubbard', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hubbard.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC3613-4040-F985-52CD-BAEB166CBB04,197.0,197.0,199.0,199.0
198,198,198,198,198,198,198,198,198,198,198,198,01/14/09,10:00AM,https://www.agriculture.senate.gov/hearings/hearing-to-consider-the-nomination-of-gov-tom-vilsack-as-secretary-of-agriculture,Hearing to Consider the Nomination of Gov. Tom Vilsack as Secretary of Agriculture,G50 Dirksen Senate Office Building ,Agriculture,2022-03-16,['Tom Vilsack'],['https://www.agriculture.senate.gov/imo/media/doc/testimony_vilsack(2).pdf'],"[('Tom Vilsack', 'https://www.agriculture.senate.gov/imo/media/doc/testimony_vilsack(2).pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC35F9-4040-F985-52CD-087E60C3925D,198.0,198.0,200.0,200.0
199,199,199,199,199,199,199,199,199,199,199,199,12/08/08,01:00PM,https://www.agriculture.senate.gov/hearings/promoting-health-preventing-chronic-disease-and-fighting-hunger-assessment-of-usda-food-assistance-and-child-nutrition-programs-in-the-economic-downturn,"Promoting Health, Preventing Chronic Disease and Fighting Hunger, Assessment of USDA Food Assistance and Child Nutrition Programs in the Economic Downturn",328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Eileen Kennedy', 'Mariana Chilton', 'Mary Kay Fox', 'Carolyn Duff']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kennedy.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Chilton.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Fox.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Duff.pdf']","[('Eileen Kennedy', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kennedy.pdf'), ('Mariana Chilton', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Chilton.pdf'), ('Mary Kay Fox', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Fox.pdf'), ('Carolyn Duff', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Duff.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC35DD-4040-F985-52CD-430CC4529285,199.0,199.0,201.0,201.0
