,Date,Time,URL,Title,Location,Committee,Date Scraped,video_url,index,collection,packageId,granuleId,detailsLink,pdfLink,htmlLink,xmlLink,otherLink1,otherLink2,teaser,historical,publishdate
78,6/4/19,11:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=568F50FF-A13F-43F5-9DB3-B39D8A519E8C,Advanced Nuclear Technology: Protecting U.S. Leadership and Expanding Opportunities for Licensing New Nuclear Energy Technologies,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw060419p&auto_play=false,163.0,Congressional Hearings,CHRG-116shrg36934,CHRG-116shrg36934,https://www.govinfo.gov/app/details/CHRG-116shrg36934/CHRG-116shrg36934,https://www.govinfo.gov/content/pkg/CHRG-116shrg36934/pdf/CHRG-116shrg36934.pdf,https://www.govinfo.gov/content/pkg/CHRG-116shrg36934/html/CHRG-116shrg36934.htm,,,," BEFORE THE SUBCOMMITTEE ON CLEAN AIR AND NUCLEAR SAFETY OF THE COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION JUNE 4, 2019 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://...",,2019-06-04
81,5/15/19,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=84CA2181-3A68-4D01-AE5D-EC8237E5436A,Oversight of the Council on Environmental Quality,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw051519&auto_play=false,178.0,Congressional Hearings,CHRG-116shrg36932,CHRG-116shrg36932,https://www.govinfo.gov/app/details/CHRG-116shrg36932/CHRG-116shrg36932,https://www.govinfo.gov/content/pkg/CHRG-116shrg36932/pdf/CHRG-116shrg36932.pdf,https://www.govinfo.gov/content/pkg/CHRG-116shrg36932/html/CHRG-116shrg36932.htm,,,," HUNDRED SIXTEENTH CONGRESS FIRST SESSION MAY 15, 2019 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 36-932 PDF WASHINGTON : 2019 For sale by the Superintendent of Documents, U.S. Government ...",,2019-05-15
86,4/2/19,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=849703A0-3081-4FD8-BB1B-316B56FF3DF0,Oversight of the Nuclear Regulatory Commission,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw040219&auto_play=false,5.0,Congressional Hearings,CHRG-115shrg28623,CHRG-115shrg28623,https://www.govinfo.gov/app/details/CHRG-115shrg28623/CHRG-115shrg28623,https://www.govinfo.gov/content/pkg/CHRG-115shrg28623/pdf/CHRG-115shrg28623.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg28623/html/CHRG-115shrg28623.htm,,,,"HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 13, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 28-623 PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government ...",,2017-12-13
96,2/27/19,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=83DD95E5-8113-4B25-AB8D-F4D484A30AD8,"Hearing to Examine S. 383, the Utilizing Significant Emissions with Innovative Technologies Act, and the State of Current Technologies that Reduce, Capture, and Use Carbon Dioxide",,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw022719&auto_play=false,311.0,Congressional Hearings,CHRG-116shrg35946,CHRG-116shrg35946,https://www.govinfo.gov/app/details/CHRG-116shrg35946/CHRG-116shrg35946,https://www.govinfo.gov/content/pkg/CHRG-116shrg35946/pdf/CHRG-116shrg35946.pdf,https://www.govinfo.gov/content/pkg/CHRG-116shrg35946/html/CHRG-116shrg35946.htm,,,,"THAT REDUCE, CAPTURE, AND USE CARBON DIOXIDE HEARING BEFORE THE COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION FEBRUARY 27, 2019 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://...",,2019-02-27
97,2/13/19,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=9B3F1A0B-ECA3-4EFC-B03E-85060350E969,"The Invasive Species Threat: Protecting Wildlife, Public Health, and Infrastructure",,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw021319&auto_play=false,320.0,Congressional Hearings,CHRG-116shrg35945,CHRG-116shrg35945,https://www.govinfo.gov/app/details/CHRG-116shrg35945/CHRG-116shrg35945,https://www.govinfo.gov/content/pkg/CHRG-116shrg35945/pdf/CHRG-116shrg35945.pdf,https://www.govinfo.gov/content/pkg/CHRG-116shrg35945/html/CHRG-116shrg35945.htm,,,," WORKS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION FEBRUARY 13, 2019 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 35-945PDF WASHINGTON : 2019 For sale by the ...",,2019-02-13
103,11/15/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=978D4E05-69FA-436E-AA08-9FDD635CD9D2,"Examining Funding Needs for Wildlife Conservation, Recovery, and Management",,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw111518&auto_play=false,26.0,Congressional Hearings,CHRG-115shrg35022,CHRG-115shrg35022,https://www.govinfo.gov/app/details/CHRG-115shrg35022/CHRG-115shrg35022,https://www.govinfo.gov/content/pkg/CHRG-115shrg35022/pdf/CHRG-115shrg35022.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg35022/html/CHRG-115shrg35022.htm,,,," UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION NOVEMBER 15, 2018 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 35-022 PDF WASHINGTON : 2019 For sale by the Superintendent of...",,2018-11-15
108,9/13/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=4D71FFA7-331D-46B2-B9CF-EBD4B3F61825,Advanced Nuclear Technology: Safety and Associated Benefits of Licensing Accident Tolerant Fuels for Commercial Nuclear Reactors,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw091318&auto_play=false,59.0,Congressional Hearings,CHRG-115shrg32793,CHRG-115shrg32793,https://www.govinfo.gov/app/details/CHRG-115shrg32793/CHRG-115shrg32793,https://www.govinfo.gov/content/pkg/CHRG-115shrg32793/pdf/CHRG-115shrg32793.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg32793/html/CHRG-115shrg32793.htm,,,," before the COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION SEPTEMBER 13, 2018 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 32-...",,2018-09-13
110,8/20/18,1:00 PM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=FB471D5E-C01B-4E20-BA80-390669F85A0A,"Oversight Hearing on Repeated Flooding Events in Ellicott City, MD: Reviewing the Federal Role in Preventing Future Events",,Enviroment,2021-09-07,,84.0,Congressional Hearings,CHRG-115shrg32416,CHRG-115shrg32416,https://www.govinfo.gov/app/details/CHRG-115shrg32416/CHRG-115shrg32416,https://www.govinfo.gov/content/pkg/CHRG-115shrg32416/pdf/CHRG-115shrg32416.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg32416/html/CHRG-115shrg32416.htm,,,," BEFORE THE SUBCOMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE of the COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION AUGUST 20, 2018--ELLICOTT CITY, MD Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World...",,2018-08-20
123,4/18/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=7709D274-4A28-43B8-95CD-90FE982C06BA,The Appropriate Role of States and the Federal Government in Protecting Groundwater,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw041818&auto_play=false,240.0,Congressional Hearings,CHRG-115shrg30137,CHRG-115shrg30137,https://www.govinfo.gov/app/details/CHRG-115shrg30137/CHRG-115shrg30137,https://www.govinfo.gov/content/pkg/CHRG-115shrg30137/pdf/CHRG-115shrg30137.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg30137/html/CHRG-115shrg30137.htm,,,," WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION APRIL 18, 2018 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov S. Hrg. 115-249 THE APPROPRIATE ROLE OF STATES AND THE FEDERAL GOVERNMENT IN PROTECTING ...",,2018-04-18
125,4/10/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=94D3696B-6633-4CBC-86AD-FD18A131611E,Cooperative Federalism Under the Clean Air Act: State Perspectives,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw041018&auto_play=false,265.0,Congressional Hearings,CHRG-115shrg30463,CHRG-115shrg30463,https://www.govinfo.gov/app/details/CHRG-115shrg30463/CHRG-115shrg30463,https://www.govinfo.gov/content/pkg/CHRG-115shrg30463/pdf/CHRG-115shrg30463.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg30463/html/CHRG-115shrg30463.htm,,,," THE COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION APRIL 10, 2018 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 30-463 PDF WASHINGTON ...",,2018-04-10
126,3/21/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=D4E9646E-4C46-495C-AE2C-5A21070937E1,Oversight of the Nuclear Regulatory Commission,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw032118&auto_play=false,5.0,Congressional Hearings,CHRG-115shrg28623,CHRG-115shrg28623,https://www.govinfo.gov/app/details/CHRG-115shrg28623/CHRG-115shrg28623,https://www.govinfo.gov/content/pkg/CHRG-115shrg28623/pdf/CHRG-115shrg28623.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg28623/html/CHRG-115shrg28623.htm,,,,"HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 13, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 28-623 PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government ...",,2017-12-13
134,3/8/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=E0663FDD-1020-4DA3-AD29-960C3E31652D,"Legislative Hearing on S. 2421, the Fair Agricultural Reporting Method Act",,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw030818&auto_play=false,295.0,Congressional Hearings,CHRG-115shrg30052,CHRG-115shrg30052,https://www.govinfo.gov/app/details/CHRG-115shrg30052/CHRG-115shrg30052,https://www.govinfo.gov/content/pkg/CHRG-115shrg30052/pdf/CHRG-115shrg30052.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg30052/html/CHRG-115shrg30052.htm,,,,", AND REGULATORY OVERSIGHT OF THE COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION MARCH 8, 2018 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT ...",,2018-03-08
136,2/28/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=0DAFB57A-D27A-4EF8-B211-E3DA7B29F58A,Oversight: FBI Headquarters Consolidation Project,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw022818&auto_play=false,311.0,Congressional Hearings,CHRG-115shrg30663,CHRG-115shrg30663,https://www.govinfo.gov/app/details/CHRG-115shrg30663/CHRG-115shrg30663,https://www.govinfo.gov/content/pkg/CHRG-115shrg30663/pdf/CHRG-115shrg30663.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg30663/html/CHRG-115shrg30663.htm,,,," HUNDRED FIFTEENTH CONGRESS SECOND SESSION FEBRUARY 28, 2018 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 30-663PDF WASHINGTON : 2020 COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS ONE HUNDRED ...",,2018-02-28
137,2/7/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=5DF537D8-D9FE-4474-B5BA-E3CAE9AEAE7B,The Impact of Federal Environmental Regulations and Policies on American Farming and Ranching Communities,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw020718&auto_play=false,331.0,Congressional Hearings,CHRG-115shrg29478,CHRG-115shrg29478,https://www.govinfo.gov/app/details/CHRG-115shrg29478/CHRG-115shrg29478,https://www.govinfo.gov/content/pkg/CHRG-115shrg29478/pdf/CHRG-115shrg29478.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29478/html/CHRG-115shrg29478.htm,,,," ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION FEBRUARY 7, 2018 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-478 PDF WASHINGTON :...",,2018-02-07
139,1/30/18,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=8E3E883C-477F-4A6A-9F1E-1DDAADBDAF32,Oversight Hearing to Receive Testimony from Environmental Protection Agency Administrator Scott Pruitt,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw013018&auto_play=false,346.0,Congressional Hearings,CHRG-115shrg30599,CHRG-115shrg30599,https://www.govinfo.gov/app/details/CHRG-115shrg30599/CHRG-115shrg30599,https://www.govinfo.gov/content/pkg/CHRG-115shrg30599/pdf/CHRG-115shrg30599.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg30599/html/CHRG-115shrg30599.htm,,,," ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION JANUARY 30, 2018 Volume 1 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 30-599 PDF ...",,2018-01-30
144,12/13/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=EF2C4E45-B5B0-4716-A960-EB40DD39D7AF,Oversight of the Nuclear Regulatory Commission,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw121317&auto_play=false,5.0,Congressional Hearings,CHRG-115shrg28623,CHRG-115shrg28623,https://www.govinfo.gov/app/details/CHRG-115shrg28623/CHRG-115shrg28623,https://www.govinfo.gov/content/pkg/CHRG-115shrg28623/pdf/CHRG-115shrg28623.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg28623/html/CHRG-115shrg28623.htm,,,,"HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 13, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 28-623 PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government ...",,2017-12-13
151,12/6/17,2:30 PM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=6A04FB68-237B-4701-8087-1A142A8F3A21,Challenges Facing Superfund and Waste Cleanup Efforts Following Natural Disasters,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw120617p&auto_play=false,18.0,Congressional Hearings,CHRG-115shrg28407,CHRG-115shrg28407,https://www.govinfo.gov/app/details/CHRG-115shrg28407/CHRG-115shrg28407,https://www.govinfo.gov/content/pkg/CHRG-115shrg28407/pdf/CHRG-115shrg28407.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg28407/html/CHRG-115shrg28407.htm,,,," MANAGEMENT, AND REGULATORY OVERSIGHT of the COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 6, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. ...",,2017-12-06
155,11/15/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=9A307B2D-B63E-4E9E-BA65-C7FBEBE3A368,Promoting American Leadership in Reducing Air Emissions Through Innovation,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw111517&auto_play=false,42.0,Congressional Hearings,CHRG-115shrg28078,CHRG-115shrg28078,https://www.govinfo.gov/app/details/CHRG-115shrg28078/CHRG-115shrg28078,https://www.govinfo.gov/content/pkg/CHRG-115shrg28078/pdf/CHRG-115shrg28078.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg28078/html/CHRG-115shrg28078.htm,,,," UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION NOVEMBER 15, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov _________ U.S. GOVERNMENT PUBLISHING OFFICE 28-078 PDF WASHINGTON : 2018 For sale by the ...",,2017-11-15
163,9/27/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=8D56D171-7DFF-4BF7-B83A-87BEC1D91A42,Hearing on Forest Management to Mitigate Wildfires: Legislative Solutions,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw092717&auto_play=false,123.0,Congressional Hearings,CHRG-115shrg27319,CHRG-115shrg27319,https://www.govinfo.gov/app/details/CHRG-115shrg27319/CHRG-115shrg27319,https://www.govinfo.gov/content/pkg/CHRG-115shrg27319/pdf/CHRG-115shrg27319.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27319/html/CHRG-115shrg27319.htm,,,," UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION SEPTEMBER 27, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 27-319 PDF WASHINGTON : 2018 For sale by the ...",,2017-09-27
164,9/13/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=46419E63-564B-465A-8B6A-96D9F990FDF8,"Expanding and Accelerating the Deployment and Use of Carbon Capture, Utilization, and Sequestration",,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw091317&auto_play=false,148.0,Congressional Hearings,CHRG-115shrg27318,CHRG-115shrg27318,https://www.govinfo.gov/app/details/CHRG-115shrg27318/CHRG-115shrg27318,https://www.govinfo.gov/content/pkg/CHRG-115shrg27318/pdf/CHRG-115shrg27318.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27318/html/CHRG-115shrg27318.htm,,,," AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION SEPTEMBER 13, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov _________ U.S. GOVERNMENT PUBLISHING OFFICE 27-318 PDF WASHINGTON : ...",,2017-09-13
165,8/22/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=2570AAEF-523E-4D57-A4AA-E9728C68E7F1,Oversight of the Army Corps' Management of the Missouri River,,Enviroment,2021-09-07,,169.0,Congressional Hearings,CHRG-115shrg27317,CHRG-115shrg27317,https://www.govinfo.gov/app/details/CHRG-115shrg27317/CHRG-115shrg27317,https://www.govinfo.gov/content/pkg/CHRG-115shrg27317/pdf/CHRG-115shrg27317.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27317/html/CHRG-115shrg27317.htm,,,," OVERSIGHT OF THE COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION AUGUST 22, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov U.S. GOVERNMENT PUBLISHING OFFICE 27-317 PDF ...",,2017-08-22
175,6/14/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=EB1DB91F-7DEB-4E57-AE78-A59A2DFFCC38,"Legislative Hearing on S. 517, the Consumer and Fuel Retailer Choice Act",,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw061417&auto_play=false,271.0,Congressional Hearings,CHRG-115shrg26464,CHRG-115shrg26464,https://www.govinfo.gov/app/details/CHRG-115shrg26464/CHRG-115shrg26464,https://www.govinfo.gov/content/pkg/CHRG-115shrg26464/pdf/CHRG-115shrg26464.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg26464/html/CHRG-115shrg26464.htm,,,,"UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION JUNE 14, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov U.S. GOVERNMENT PUBLISHING OFFICE 26-464 PDF WASHINGTON : 2017 For sale by the Superintendent of Documents,...",,2017-06-14
180,5/10/17,10:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=AD42E30A-0C01-454A-B82C-ADDC6320817C,"Conservation, Consultation, and Capacity: State Views on the Need to Modernize the Endangered Species Act",,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw051017&auto_play=false,353.0,Congressional Hearings,CHRG-115shrg26936,CHRG-115shrg26936,https://www.govinfo.gov/app/details/CHRG-115shrg26936/CHRG-115shrg26936,https://www.govinfo.gov/content/pkg/CHRG-115shrg26936/pdf/CHRG-115shrg26936.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg26936/html/CHRG-115shrg26936.htm,,,," ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION MAY 10, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov _________ U.S. GOVERNMENT PUBLISHING OFFICE 26-936 PDF WASHINGTON : 2017...",,2017-05-10
181,5/9/17,2:30 PM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=0F8E9A5F-9EEA-4DEF-927F-AAF59CA6D08B,Water Resources: The Role of the Public and Private Sectors,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw050917&auto_play=false,355.0,Congressional Hearings,CHRG-115shrg26291,CHRG-115shrg26291,https://www.govinfo.gov/app/details/CHRG-115shrg26291/CHRG-115shrg26291,https://www.govinfo.gov/content/pkg/CHRG-115shrg26291/pdf/CHRG-115shrg26291.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg26291/html/CHRG-115shrg26291.htm,,,," COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION MAY 9, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov _________ U.S. GOVERNMENT PUBLISHING OFFICE 26-291 PDF ...",,2017-05-09
182,5/3/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=E75F4F45-47F6-4876-BBF4-83C27A18A0D3,"Infrastructure Project Streamlining and Efficiency: Achieving Faster, Better, and Cheaper Results",,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw050317&auto_play=false,365.0,Congressional Hearings,CHRG-115shrg25783,CHRG-115shrg25783,https://www.govinfo.gov/app/details/CHRG-115shrg25783/CHRG-115shrg25783,https://www.govinfo.gov/content/pkg/CHRG-115shrg25783/pdf/CHRG-115shrg25783.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg25783/html/CHRG-115shrg25783.htm,,,," AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION MAY 3, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 25-783 PDF WASHINGTON : 2017 For sale by...",,2017-05-03
188,3/15/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=40C0CE17-9913-4336-AE5A-5EEF87975159,Examining Innovative Solutions to Control Invasive Species and Promote Wildlife Conservation,,Enviroment,2021-09-07,https://www.senate.gov/isvp?type=live&comm=epw&filename=epw031517&auto_play=false,442.0,Congressional Hearings,CHRG-115shrg25361,CHRG-115shrg25361,https://www.govinfo.gov/app/details/CHRG-115shrg25361/CHRG-115shrg25361,https://www.govinfo.gov/content/pkg/CHRG-115shrg25361/pdf/CHRG-115shrg25361.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg25361/html/CHRG-115shrg25361.htm,,,," AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION MARCH 15, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 25-361 PDF WASHINGTON : 2017 For sale by ...",,2017-03-15
